"","class","cap_shape","cap_color","bruises","gill_spacing","gill_color","stalk_shape","veil_color","population","habitat"
"1055","0","convex","brown","no bruises","crowded","black","tapering","white","scattered","grasses"
"1056","0","bell","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"1057","0","convex","white","bruises","crowded","pink","tapering","white","several","wood"
"1058","0","flat","grey","no bruises","crowded","black","tapering","white","scattered","grasses"
"1059","0","convex","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"1060","0","convex","brown","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1061","0","flat","white","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1062","0","convex","yellow","bruises","crowded","brown","tapering","white","several","wood"
"1063","0","convex","grey","no bruises","crowded","black","tapering","white","scattered","grasses"
"1064","0","convex","grey","no bruises","crowded","brown","tapering","white","scattered","grasses"
"1065","1","flat","white","bruises","close","black","enlarging","white","scattered","urban"
"1066","0","flat","yellow","bruises","crowded","pink","tapering","white","several","wood"
"1067","0","convex","white","bruises","close","black","enlarging","white","scattered","grasses"
"1068","0","flat","white","no bruises","crowded","pink","tapering","white","abundant","grasses"
"1069","0","convex","brown","bruises","close","purple","tapering","white","several","wood"
"1070","0","convex","brown","bruises","close","brown","enlarging","white","scattered","grasses"
"1071","0","convex","white","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1072","1","flat","white","bruises","close","black","enlarging","white","several","grasses"
"1073","0","convex","yellow","bruises","close","black","enlarging","white","scattered","grasses"
"1074","0","convex","grey","bruises","close","pink","tapering","white","solitary","wood"
"1075","0","flat","yellow","bruises","close","pink","enlarging","white","scattered","paths"
"1076","0","flat","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"1077","0","flat","brown","no bruises","close","pink","enlarging","white","solitary","urban"
"1078","1","flat","white","bruises","close","brown","enlarging","white","several","grasses"
"1079","0","flat","grey","no bruises","crowded","black","tapering","white","scattered","grasses"
"1080","0","convex","brown","bruises","close","pink","enlarging","white","scattered","paths"
"1081","0","flat","white","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1082","1","flat","brown","bruises","close","black","enlarging","white","several","urban"
"1083","0","bell","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"1084","0","flat","grey","no bruises","crowded","brown","tapering","white","scattered","grasses"
"1085","0","bell","white","bruises","close","white","enlarging","white","numerous","grasses"
"1086","0","flat","grey","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1087","0","bell","white","bruises","close","brown","enlarging","white","numerous","meadows"
"1088","0","convex","white","bruises","close","white","enlarging","white","numerous","meadows"
"1089","1","flat","brown","bruises","close","brown","enlarging","white","several","grasses"
"1090","0","convex","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"1091","0","sunken","brown","no bruises","close","brown","enlarging","white","solitary","urban"
"1092","0","convex","brown","bruises","close","brown","enlarging","white","solitary","grasses"
"1093","0","flat","grey","no bruises","crowded","brown","tapering","white","abundant","grasses"
"1094","0","flat","yellow","bruises","crowded","brown","tapering","white","several","wood"
"1095","0","convex","grey","no bruises","crowded","pink","tapering","white","abundant","grasses"
"1096","1","flat","brown","bruises","close","brown","enlarging","white","several","urban"
"1097","0","convex","grey","no bruises","crowded","pink","tapering","white","abundant","grasses"
"1098","0","convex","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1099","0","convex","grey","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1100","1","convex","brown","bruises","close","brown","enlarging","white","scattered","grasses"
"1101","0","convex","brown","no bruises","crowded","black","tapering","white","abundant","grasses"
"1102","0","flat","white","no bruises","crowded","black","tapering","white","scattered","grasses"
"1103","0","convex","grey","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1104","1","convex","brown","bruises","close","white","enlarging","white","scattered","grasses"
"1105","0","flat","brown","no bruises","crowded","brown","tapering","white","abundant","grasses"
"1106","0","flat","white","no bruises","crowded","brown","tapering","white","abundant","grasses"
"1107","1","convex","white","bruises","close","brown","enlarging","white","several","urban"
"1108","0","flat","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"1109","0","bell","yellow","bruises","close","black","enlarging","white","numerous","grasses"
"1110","0","convex","brown","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1111","0","flat","brown","no bruises","crowded","black","tapering","white","abundant","grasses"
"1112","1","flat","white","bruises","close","brown","enlarging","white","scattered","grasses"
"1113","0","convex","brown","bruises","close","white","enlarging","white","scattered","grasses"
"1114","0","flat","white","no bruises","crowded","black","tapering","white","abundant","grasses"
"1115","0","flat","brown","bruises","close","pink","enlarging","white","scattered","grasses"
"1116","0","flat","grey","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1117","0","flat","grey","no bruises","crowded","brown","tapering","white","scattered","grasses"
"1118","0","flat","grey","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1119","0","flat","brown","no bruises","crowded","black","tapering","white","scattered","grasses"
"1120","0","convex","grey","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1121","0","convex","white","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1122","0","flat","white","no bruises","crowded","black","tapering","white","abundant","grasses"
"1123","0","convex","brown","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1124","0","convex","brown","bruises","close","pink","tapering","white","several","wood"
"1125","0","flat","yellow","bruises","crowded","pink","tapering","white","several","wood"
"1126","0","convex","white","no bruises","crowded","pink","tapering","white","scattered","grasses"
"1127","0","flat","white","no bruises","crowded","pink","tapering","white","abundant","grasses"
"1128","0","bell","yellow","bruises","close","black","enlarging","white","numerous","grasses"
"1129","0","convex","white","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1130","0","convex","grey","no bruises","crowded","black","tapering","white","abundant","grasses"
"1131","1","flat","brown","bruises","close","pink","enlarging","white","several","urban"
"1132","0","convex","grey","no bruises","crowded","brown","tapering","white","abundant","grasses"
"1133","1","convex","brown","bruises","close","pink","enlarging","white","scattered","grasses"
"1134","0","flat","white","no bruises","crowded","black","tapering","white","scattered","grasses"
"1135","0","convex","white","bruises","close","grey","enlarging","white","numerous","grasses"
"1136","0","convex","brown","no bruises","crowded","chocolate","tapering","white","scattered","grasses"
"1137","0","convex","brown","bruises","close","brown","tapering","white","solitary","wood"
"1138","0","bell","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"1139","0","flat","white","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"1140","0","convex","brown","no bruises","crowded","brown","tapering","white","abundant","grasses"
"1141","0","flat","white","no bruises","crowded","brown","tapering","white","abundant","grasses"
